Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan sanctioned
M,25.0,2837.76,Low,Commercial associate,Not available,Semi-Urban,85967.19,437.9,2.0,638.59,0,Unpossessed,Urban,1,120465.52,False
F,18.0,2950.19,Low,Working,Core staff,Rural,34109.89,406.87,3.0,632.59,1,Active,Urban,0,42601.13,False
M,39.0,805.37,High,others,Unknown,Rural,89038.91,330.1,3.0,704.47,0,Active,Semi-Urban,0,133729.27,False
F,56.0,761.01,Low,Working,Cooking staff,Semi-Urban,38594.28,332.38,2.0,600.37,0,Inactive,Urban,0,51081.6,False
F,52.0,1049.53,Low,Working,Sales staff,Semi-Urban,12582.38,87.11,1.0,656.26,0,Active,Rural,1,18327.08,False
M,25.0,2891.44,Low,Working,Managers,Semi-Urban,65394.64,318.73,2.0,844.53,0,Unpossessed,Semi-Urban,1,91798.7,False
F,47.0,1846.69,Low,Working,Core staff,Semi-Urban,48546.1,239.0,2.0,641.92,0,Active,Semi-Urban,0,71242.72,False
F,46.0,1318.6,Low,Working,Secretaries,Semi-Urban,110606.24,343.11,5.0,631.4,0,Active,Urban,0,132279.74,False
F,59.0,0.0,Low,Working,Sales staff,Semi-Urban,48049.79,315.85,1.0,640.39,0,Unpossessed,Rural,1,60504.25,False
M,57.0,5137.077499999999,Low,Commercial associate,Managers,Semi-Urban,229826.46625,912.1887499999999,3.0,745.18,0,Active,Rural,0,342188.40624999994,False
F,38.0,1975.53,Low,Working,Laborers,Semi-Urban,31615.41,215.96,1.0,698.08,0,Active,Rural,1,51040.87,False
F,37.0,1193.79,Low,Working,Sales staff,Semi-Urban,52238.75,240.84,2.0,747.84,0,Active,Rural,0,83486.46,False
M,37.0,1322.62,Low,Working,Cleaning staff,Semi-Urban,144197.99,397.04,2.0,724.29,0,Active,Semi-Urban,0,242168.37,False
M,57.0,2656.42,Low,Working,HR staff,Semi-Urban,67473.31,702.66,2.0,837.23,0,Inactive,Urban,1,74518.91,False
M,42.0,4202.52,Low,Working,Sales staff,Semi-Urban,138618.3,766.47,2.0,695.77,0,Unpossessed,Rural,1,225214.44,False
F,18.0,2953.28,Low,Commercial associate,Not available,Semi-Urban,68913.02,499.06,2.0,636.75,1,Inactive,Semi-Urban,1,107106.82,False
M,53.0,2844.19,Low,State servant,Laborers,Semi-Urban,142568.96,790.31,2.0,806.57,0,Unpossessed,Semi-Urban,1,173669.9,False
M,52.0,4139.18,Low,State servant,High skill tech staff,Rural,111309.36,552.57,1.0,641.14,1,Inactive,Urban,1,147330.04,False
M,65.0,939.1,High,Pensioner,Retired,Semi-Urban,92237.15,288.47,1.0,820.73,1,Active,Semi-Urban,0,103765.08,False
M,41.0,3484.72,Low,Working,Laborers,Semi-Urban,22993.26,234.91,1.0,639.17,0,Unpossessed,Urban,1,29698.04,False
M,60.0,1401.16,Low,Working,Realty agents,Semi-Urban,49319.08,214.78,2.0,808.36,0,Active,Rural,1,91868.54,False
F,40.0,1410.12,Low,Commercial associate,Not available,Semi-Urban,68196.72,393.56,3.0,585.55,0,Active,Urban,1,80375.14,False
M,34.0,3880.39,Low,Working,Drivers,Semi-Urban,84870.05,380.95,0.0,619.65,0,Unpossessed,Urban,1,126790.71,False
M,53.0,1889.08,Low,Working,Laborers,Semi-Urban,108920.59,392.72,2.0,609.13,0,Inactive,Semi-Urban,1,150088.71,False
F,19.0,2451.54,Low,Working,Laborers,Semi-Urban,62407.39,400.38,0.0,625.98,1,Inactive,Urban,0,75910.79,False
M,65.0,2690.01,High,Pensioner,Retired,Rural,158956.79,478.83,3.0,827.71,0,Unpossessed,Rural,1,289045.57,False
M,18.0,1058.88,Low,Working,Laborers,Urban,142903.83,777.23,3.0,684.22,0,Inactive,Urban,1,253454.29,False
M,37.0,5137.077499999999,Low,Working,Not available,Semi-Urban,229826.46625,829.44,3.0,784.39,0,Active,Urban,1,293802.23,False
F,36.0,4864.12,Low,Working,Laborers,Rural,120487.0,694.54,1.0,656.63,1,Active,Urban,1,204628.12,False
F,32.0,2459.78,Low,Working,Laborers,Semi-Urban,229826.46625,868.77,1.0,801.35,0,Inactive,Semi-Urban,1,342188.40624999994,False
F,39.0,2446.34,Low,Working,High skill tech staff,Semi-Urban,49719.39,252.34,3.0,738.68,0,Active,Urban,1,86368.08,False
M,44.0,0.0,Low,Working,Laborers,Rural,34398.09,235.8,2.0,619.43,1,Active,Semi-Urban,1,57272.35,False
M,28.0,5006.92,Low,Working,Not available,Semi-Urban,25952.43,140.85,2.0,630.68,0,Active,Rural,1,42556.19,False
F,63.0,1709.37,Low,Commercial associate,Sales staff,Semi-Urban,38086.59,296.18,1.0,773.42,0,Inactive,Rural,0,59943.69,False
M,40.0,952.39,Low,Working,Laborers,Semi-Urban,27615.01,128.41,1.0,689.45,0,Unpossessed,Semi-Urban,1,46514.12,False
M,18.0,5137.077499999999,Low,Working,Laborers,Semi-Urban,79978.29,711.07,1.0,629.87,0,Unpossessed,Rural,1,144384.67,False
M,25.0,2905.47,Low,Working,Drivers,Semi-Urban,175795.35,481.75,2.0,753.67,0,Active,Semi-Urban,0,258359.46,False
M,50.0,1394.23,Low,Working,Laborers,Semi-Urban,12518.27,98.05,1.0,635.2,0,Unpossessed,Rural,1,14497.01,False
F,37.0,1212.55,Low,Commercial associate,Laborers,Semi-Urban,78886.58,371.95,4.0,592.63,0,Active,Semi-Urban,1,94742.5,False
F,47.0,1883.56,Low,Working,Sales staff,Semi-Urban,72786.97,453.43,4.0,766.58,0,Active,Rural,1,86677.77,False
M,42.0,1699.5,Low,Working,Core staff,Semi-Urban,23303.17,115.92,2.0,800.34,0,Active,Semi-Urban,0,34660.28,False
M,40.0,0.0,Low,Working,Core staff,Semi-Urban,218704.27,559.07,4.0,645.29,0,Unpossessed,Semi-Urban,0,324856.37,False
F,34.0,1856.75,Low,Commercial associate,Sales staff,Semi-Urban,70462.0,623.66,1.0,842.59,0,Active,Semi-Urban,0,109602.82,False
M,18.0,1611.6,Low,Working,Laborers,Rural,115655.1,514.71,2.0,672.74,0,Inactive,Semi-Urban,0,195115.03,False
F,28.0,1677.9,Low,State servant,Managers,Semi-Urban,115391.83,351.21,1.0,839.24,0,Unpossessed,Urban,1,197493.93,False
F,21.0,1692.13,Low,State servant,Core staff,Semi-Urban,78054.9,454.97,2.0,790.82,0,Inactive,Rural,0,123283.99,False
F,36.0,1531.69,Low,Working,Managers,Semi-Urban,49321.28,360.69,0.0,614.24,1,Unpossessed,Semi-Urban,0,62664.61,False
M,48.0,632.82,Low,Commercial associate,Not available,Semi-Urban,23062.71,216.63,3.0,625.58,0,Unpossessed,Urban,1,37310.13,False
M,20.0,3459.26,Low,Working,Laborers,Semi-Urban,112886.52,371.98,4.0,841.86,0,Unpossessed,Semi-Urban,0,151036.19,False
M,23.0,2053.06,Low,Commercial associate,Medicine staff,Urban,41436.23,386.66,1.0,835.36,1,Active,Semi-Urban,0,50502.91,False
M,58.0,2332.27,Low,Commercial associate,Drivers,Semi-Urban,41687.7,377.98,1.0,591.12,0,Unpossessed,Urban,1,78871.49,False
M,38.0,3121.92,Low,State servant,Not available,Semi-Urban,123537.12,421.43,4.0,725.46,0,Active,Urban,1,210642.7,False
M,58.0,1716.84,Low,Commercial associate,Not available,Semi-Urban,77653.47,345.68,3.0,679.74,0,Inactive,Semi-Urban,1,89119.56,False
F,39.0,2441.39,Low,Working,Sales staff,Rural,125754.44,492.73,4.0,737.73,0,Inactive,Semi-Urban,1,211718.97,False
M,27.0,1275.94,Low,Commercial associate,Laborers,Semi-Urban,21679.15,234.67,2.0,738.69,0,Unpossessed,Urban,1,38232.15,False
F,45.0,1916.38,Low,Working,Laborers,Semi-Urban,93957.19,276.69,1.0,718.68,0,Unpossessed,Rural,1,144742.7,False
F,46.0,1540.93,Low,Commercial associate,Managers,Semi-Urban,34214.21,115.24,1.0,816.71,1,Active,Urban,0,52023.03,False
F,19.0,2451.72,Low,Working,High skill tech staff,Semi-Urban,41963.93,146.68,3.0,693.3,0,Inactive,Urban,0,50932.86,False
F,36.0,5129.81,Low,Commercial associate,Managers,Urban,131789.83,912.1887499999999,3.0,787.02,0,Inactive,Rural,1,196774.66,False
M,27.0,1161.04,Low,Working,Core staff,Semi-Urban,33969.3,176.66,3.0,662.0,0,Inactive,Urban,1,58322.53,False
F,26.0,4614.18,Low,State servant,Core staff,Urban,229826.46625,856.8,4.0,824.53,0,Active,Urban,1,342188.40624999994,False
M,62.0,2405.26,Low,Working,Managers,Semi-Urban,114621.09,344.17,2.0,760.07,0,Active,Semi-Urban,0,145555.18,False
F,30.0,1384.1,Low,Working,Medicine staff,Semi-Urban,36465.67,208.78,2.0,620.41,0,Active,Semi-Urban,0,55608.36,False
F,59.0,2455.31,Low,State servant,Accountants,Semi-Urban,7014.6,42.13,1.0,714.87,0,Unpossessed,Rural,1,12561.38,False
M,63.0,2340.68,Low,Commercial associate,Core staff,Semi-Urban,24299.74,131.32,3.0,657.78,0,Active,Semi-Urban,1,42185.33,False
M,37.0,2327.08,Low,Working,Core staff,Semi-Urban,62417.12,346.67,3.0,726.75,0,Unpossessed,Urban,0,93797.91,False
M,19.0,2225.29,Low,State servant,Medicine staff,Semi-Urban,88067.73,471.37,4.0,788.69,1,Inactive,Urban,1,143457.75,False
F,34.0,1411.95,Low,Commercial associate,Laborers,Rural,34754.45,142.15,2.0,785.9,0,Inactive,Rural,1,39221.36,False
F,47.0,3850.98,Low,Working,Laborers,Semi-Urban,90179.35,484.73,4.0,696.15,0,Active,Semi-Urban,0,170080.32,False
F,28.0,1582.25,Low,Working,Laborers,Semi-Urban,88657.26,319.83,5.0,712.01,0,Active,Urban,1,116570.75,False
M,41.0,0.0,Low,Working,Drivers,Semi-Urban,70438.22,413.1,2.0,594.17,1,Active,Rural,1,101074.65,False
M,59.0,1421.79,Low,Working,Laborers,Rural,20692.6,163.05,1.0,639.38,0,Unpossessed,Rural,1,27456.95,False
F,56.0,4233.88,Low,Commercial associate,Not available,Urban,43612.0,526.89,2.0,721.87,0,Unpossessed,Semi-Urban,0,53873.96,False
M,34.0,2602.39,Low,Working,Managers,Semi-Urban,66193.28,453.17,4.0,818.05,0,Unpossessed,Semi-Urban,1,95848.29,False
M,18.0,1795.17,Low,Working,Managers,Semi-Urban,118504.34,489.61,2.0,679.25,0,Active,Rural,1,200811.77,False
M,32.0,2417.15,Low,Working,Sales staff,Semi-Urban,42868.35,342.14,1.0,655.29,0,Unpossessed,Rural,1,49217.72,False
F,50.0,1624.09,Low,Working,High skill tech staff,Semi-Urban,165332.04,424.94,2.0,832.33,0,Inactive,Urban,1,273621.47,False
M,50.0,2135.22,Low,Commercial associate,Sales staff,Semi-Urban,123043.44,359.59,1.0,728.63,0,Unpossessed,Urban,0,199627.01,False
F,19.0,4928.06,Low,Working,Sales staff,Semi-Urban,192937.98,535.62,1.0,683.14,0,Unpossessed,Semi-Urban,1,318008.03,False
M,35.0,1741.57,Low,Commercial associate,Laborers,Rural,91670.0,431.86,2.0,741.26,0,Unpossessed,Semi-Urban,1,164953.23,False
M,63.0,2052.21,Low,State servant,Core staff,Semi-Urban,45793.54,146.06,0.0,631.14,0,Inactive,Semi-Urban,0,52376.39,False
F,50.0,638.88,Low,Working,Laborers,Semi-Urban,26798.55,138.87,3.0,695.97,0,Active,Rural,1,31886.04,False
M,52.0,5137.077499999999,Low,Commercial associate,Managers,Urban,119431.1,527.81,3.0,797.84,0,Active,Rural,0,186014.33,False
F,24.0,1819.09,Low,Commercial associate,Not available,Semi-Urban,95959.79,386.81,2.0,779.49,0,Active,Semi-Urban,1,149451.92,False
F,20.0,2723.33,Low,Working,Sales staff,Semi-Urban,74277.19,619.18,1.0,648.27,0,Active,Urban,1,107476.54,False
F,18.0,986.57,Low,State servant,Laborers,Semi-Urban,36707.71,223.84,3.0,695.99,1,Active,Rural,1,66508.6,False
M,61.0,1879.26,Low,Commercial associate,Laborers,Rural,132575.91,400.01,2.0,729.39,0,Active,Semi-Urban,0,218747.79,False
M,37.0,2355.63,Low,Working,Not available,Semi-Urban,20133.03,223.98,5.0,649.11,0,Inactive,Rural,1,33601.91,False
F,61.0,2161.07,Low,Working,Drivers,Semi-Urban,88693.49,437.07,1.0,740.04,0,Unpossessed,Semi-Urban,1,166469.22,False
F,52.0,2792.53,Low,Commercial associate,Managers,Semi-Urban,95461.03,360.16,2.0,730.88,0,Unpossessed,Semi-Urban,1,150793.61,False
F,18.0,972.88,Low,Working,Laborers,Rural,66278.03,310.82,3.0,649.39,0,Active,Rural,1,74688.49,False
M,18.0,1725.44,Low,Working,Not available,Semi-Urban,33795.1,151.03,2.0,811.53,0,Unpossessed,Urban,1,52476.89,False
M,55.0,3773.53,Low,Working,Laborers,Semi-Urban,131674.1,367.25,3.0,841.06,0,Unpossessed,Urban,0,200573.99,False
F,33.0,1674.17,Low,Working,Core staff,Semi-Urban,125316.2,518.93,5.0,666.39,0,Active,Urban,0,188876.93,False
M,40.0,2284.59,Low,Working,Laborers,Semi-Urban,75150.22,678.05,3.0,794.9,0,Inactive,Urban,0,140781.63,False
M,43.0,4456.1,Low,Working,Laborers,Semi-Urban,181125.08,609.79,5.0,686.75,1,Inactive,Rural,0,305268.54,False
F,43.0,3341.49,Low,State servant,Core staff,Urban,94799.13,289.05,4.0,828.58,0,Active,Urban,0,135865.49,False
F,26.0,3473.54,Low,State servant,Private service staff,Semi-Urban,36520.48,0.0,1.0,628.73,0,Unpossessed,Semi-Urban,0,56058.67,False
M,58.0,2460.42,Low,Working,Core staff,Semi-Urban,38652.69,186.68,2.0,765.78,0,Inactive,Semi-Urban,0,49533.55,False
F,23.0,1742.77,Low,Working,Sales staff,Semi-Urban,19083.01,143.7,3.0,586.52,0,Inactive,Semi-Urban,1,27415.89,False
M,65.0,3712.31,High,Pensioner,Retired,Rural,229826.46625,673.33,2.0,834.66,1,Active,Rural,0,342188.40624999994,False
M,24.0,2153.91,Low,Working,Not available,Semi-Urban,25815.5,122.3,3.0,644.53,0,Unpossessed,Semi-Urban,0,33026.15,False
M,34.0,2043.46,Low,Working,Drivers,Semi-Urban,32944.48,227.89,2.0,624.09,0,Active,Semi-Urban,1,49604.05,False
M,18.0,5137.077499999999,Low,Working,Sales staff,Semi-Urban,83605.35,478.12,1.0,631.66,0,Active,Rural,1,115799.68,False
F,52.0,1294.7,Low,Working,Not available,Semi-Urban,76025.0,404.83,2.0,787.42,0,Active,Urban,1,137405.33,False
M,54.0,3149.12,Low,Working,Core staff,Rural,229826.46625,912.1887499999999,2.0,803.47,0,Active,Rural,1,342188.40624999994,False
M,61.0,2129.79,Low,Commercial associate,Managers,Semi-Urban,109123.6,316.97,2.0,651.47,0,Active,Rural,1,154322.79,False
M,26.0,2763.99,Low,Commercial associate,Not available,Semi-Urban,82946.58,522.56,2.0,836.13,0,Unpossessed,Semi-Urban,1,95056.5,False
M,61.0,3152.37,Low,Working,Drivers,Semi-Urban,77446.76,458.39,2.0,625.03,1,Unpossessed,Rural,0,124484.94,False
M,18.0,5137.077499999999,Low,Working,High skill tech staff,Urban,81796.43,388.44,2.0,844.09,0,Active,Rural,1,149565.25,False
M,52.0,0.0,Low,Working,Not available,Semi-Urban,30807.39,147.24,4.0,642.45,0,Inactive,Rural,0,39042.67,False
F,26.0,2227.5,Low,Working,High skill tech staff,Semi-Urban,144190.92,447.92,3.0,756.34,0,Active,Semi-Urban,1,190210.09,False
M,18.0,1801.18,Low,Working,Laborers,Semi-Urban,37258.15,183.07,0.0,629.15,0,Unpossessed,Semi-Urban,0,47033.73,False
F,59.0,1762.29,Low,Commercial associate,Sales staff,Semi-Urban,25306.47,207.06,3.0,632.2,0,Active,Semi-Urban,1,31492.97,False
M,37.0,1847.5,Low,Commercial associate,Laborers,Urban,101473.63,561.45,3.0,626.94,1,Unpossessed,Rural,1,118036.92,False
M,64.0,2605.79,Low,Commercial associate,Laborers,Rural,114170.15,383.89,4.0,675.59,0,Active,Urban,0,166724.14,False
F,50.0,950.56,Low,Working,Core staff,Rural,86790.51,408.68,2.0,766.66,0,Inactive,Semi-Urban,0,104893.43,False
F,21.0,2139.74,Low,State servant,Core staff,Semi-Urban,48262.72,188.93,4.0,627.53,0,Unpossessed,Urban,0,83249.68,False
M,42.0,1930.24,Low,Working,Not available,Rural,36969.83,254.79,2.0,702.58,0,Active,Urban,1,46991.13,False
F,63.0,1145.91,High,Pensioner,Retired,Semi-Urban,21349.48,179.62,2.0,800.63,0,Active,Semi-Urban,1,26958.5,False
F,59.0,3475.71,Low,Working,High skill tech staff,Semi-Urban,107657.42,497.86,2.0,635.17,1,Unpossessed,Semi-Urban,0,121872.19,False
F,18.0,2688.59,Low,Working,Not available,Rural,190277.68,666.3,3.0,761.64,0,Unpossessed,Semi-Urban,0,342188.40624999994,False
M,47.0,3117.03,Low,Working,Cooking staff,Semi-Urban,94919.39,469.7,5.0,645.51,0,Unpossessed,Urban,1,107973.79,False
F,18.0,5137.077499999999,Low,Commercial associate,Managers,Rural,152562.33,903.22,3.0,617.89,0,Active,Urban,0,226380.43,False
F,59.0,1616.27,Low,Working,Not available,Semi-Urban,47826.38,344.57,0.0,648.41,0,Inactive,Semi-Urban,1,57980.13,False
F,24.0,0.0,Low,State servant,Medicine staff,Rural,49733.98,380.91,2.0,588.81,0,Unpossessed,Rural,1,93626.28,False
F,53.0,2297.59,Low,Working,Core staff,Semi-Urban,26669.36,299.73,2.0,683.07,1,Active,Semi-Urban,0,50205.35,False
M,24.0,2020.36,Low,Commercial associate,Drivers,Semi-Urban,149476.11,547.85,4.0,648.65,0,Unpossessed,Rural,1,251161.95,False
F,43.0,5137.077499999999,Low,Commercial associate,Accountants,Urban,110860.34,561.99,1.0,814.63,0,Inactive,Rural,1,171547.37,False
M,48.0,1861.53,Low,Working,Accountants,Semi-Urban,23197.67,213.58,0.0,602.47,0,Active,Urban,0,38095.08,False
F,33.0,1680.33,Low,Working,Not available,Semi-Urban,28534.92,329.03,1.0,639.88,0,Unpossessed,Rural,0,42569.32,False
F,47.0,1926.01,Low,Working,Cooking staff,Rural,43360.37,256.2,2.0,646.07,1,Unpossessed,Semi-Urban,1,51684.4,False
M,49.0,1512.07,Low,Working,Core staff,Semi-Urban,24651.57,141.05,2.0,653.55,1,Unpossessed,Urban,1,39825.48,False
M,59.0,3325.19,Low,Working,Medicine staff,Semi-Urban,196234.12,649.34,2.0,708.88,1,Inactive,Rural,1,342188.40624999994,False
F,47.0,1950.3,Low,Working,Drivers,Semi-Urban,92817.42,448.98,2.0,649.83,0,Active,Urban,1,127114.8,False
F,49.0,2797.76,Low,Working,Sales staff,Rural,87010.02,452.3,2.0,699.01,0,Inactive,Rural,0,153162.56,False
F,18.0,1953.21,Low,Working,Laborers,Urban,93481.13,462.91,2.0,587.54,0,Unpossessed,Urban,1,131672.13,False
F,22.0,2602.56,Low,Commercial associate,Not available,Semi-Urban,72053.2,339.74,2.0,831.84,0,Inactive,Semi-Urban,0,83670.81,False
F,29.0,2309.07,Low,Working,Laborers,Semi-Urban,148930.19,716.37,2.0,794.13,0,Inactive,Urban,1,278026.19,False
M,60.0,1927.61,Low,Commercial associate,High skill tech staff,Urban,40680.59,237.03,4.0,749.02,0,Inactive,Semi-Urban,1,70402.2,False
M,57.0,4471.54,Low,Working,Laborers,Rural,66539.94,476.8,1.0,641.27,0,Active,Semi-Urban,1,79092.82,False
M,56.0,1493.99,Low,Commercial associate,Laborers,Semi-Urban,42572.28,348.61,3.0,611.33,0,Unpossessed,Urban,1,79072.05,False
M,27.0,2023.26,Low,Working,Drivers,Semi-Urban,130961.25,479.52,2.0,709.48,0,Inactive,Urban,1,199773.2,False
F,64.0,1404.98,Low,State servant,Cleaning staff,Semi-Urban,71232.08,206.51,4.0,745.83,0,Inactive,Urban,1,87001.88,False
F,40.0,1797.72,Low,Working,Core staff,Semi-Urban,21784.29,194.07,2.0,693.0,0,Unpossessed,Rural,0,26001.54,False
F,46.0,2480.19,Low,Working,Laborers,Urban,25746.77,121.72,1.0,618.31,0,Inactive,Urban,1,35174.43,False
F,32.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,74266.86,406.96,4.0,740.04,0,Unpossessed,Semi-Urban,0,133833.09,False
F,56.0,0.0,Low,Working,Not available,Rural,114837.17,605.16,1.0,620.4,0,Active,Urban,1,172181.26,False
F,31.0,1906.17,Low,Working,Sales staff,Semi-Urban,38333.89,183.41,1.0,796.67,0,Active,Urban,1,42384.2,False
F,32.0,0.0,Low,Commercial associate,Waiters/barmen staff,Semi-Urban,40892.08,216.29,1.0,594.66,0,Active,Urban,1,52892.99,False
F,57.0,0.0,Low,Working,Managers,Semi-Urban,104307.46,742.27,1.0,633.23,0,Unpossessed,Urban,0,119949.85,False
M,59.0,0.0,Low,Working,Drivers,Rural,57769.9,286.11,2.0,644.13,1,Unpossessed,Semi-Urban,1,92624.0,False
M,34.0,1861.09,Low,Working,Not available,Semi-Urban,39261.31,377.98,3.0,798.94,0,Inactive,Urban,1,55223.15,False
M,38.0,3706.28,Low,Working,Private service staff,Rural,80076.98,435.66,2.0,643.41,0,Unpossessed,Semi-Urban,0,102993.52,False
M,44.0,2610.3,Low,Working,Secretaries,Rural,164164.94,639.98,3.0,780.46,1,Unpossessed,Rural,0,267860.25,False
F,29.0,1273.27,Low,Working,Medicine staff,Semi-Urban,74056.44,416.88,2.0,726.0,0,Active,Rural,0,89289.9,False
M,35.0,2417.87,Low,Working,Laborers,Semi-Urban,80732.83,411.42,3.0,719.06,0,Unpossessed,Rural,0,147426.01,False
M,53.0,4131.24,Low,Working,Waiters/barmen staff,Urban,81632.86,402.34,2.0,817.54,0,Inactive,Semi-Urban,1,127291.56,False
M,27.0,2041.1,Low,Working,Accountants,Semi-Urban,35232.24,174.45,0.0,740.04,0,Active,Urban,0,47051.01,False
M,36.0,1914.58,Low,others,Not available,Semi-Urban,58056.11,345.2,1.0,637.14,1,Inactive,Rural,1,68168.07,False
F,18.0,4178.06,Low,Commercial associate,Not available,Semi-Urban,75896.63,425.8,2.0,800.98,1,Unpossessed,Urban,0,96757.51,False
M,44.0,2043.89,Low,Working,Drivers,Semi-Urban,87567.44,432.46,1.0,713.39,1,Inactive,Urban,1,127518.42,False
M,60.0,2196.11,Low,Commercial associate,Managers,Semi-Urban,25184.16,125.81,4.0,663.95,1,Unpossessed,Urban,1,39755.55,False
F,38.0,2121.55,Low,Working,Security staff,Semi-Urban,41951.64,285.26,2.0,744.74,1,Active,Semi-Urban,0,68867.1,False
M,23.0,1439.29,Low,Working,Sales staff,Semi-Urban,9528.55,102.8,2.0,700.29,1,Active,Semi-Urban,1,10574.99,False
F,39.0,3497.29,Low,Commercial associate,Not available,Semi-Urban,69385.37,244.23,1.0,788.0,1,Unpossessed,Urban,0,119537.29,False
M,47.0,1663.5,Low,Working,Laborers,Semi-Urban,35166.71,267.61,3.0,734.0,1,Unpossessed,Rural,1,64581.93,False
M,37.0,3859.25,Low,Commercial associate,Laborers,Semi-Urban,152471.18,584.31,2.0,679.89,0,Inactive,Semi-Urban,1,205301.82,False
M,45.0,1007.67,Low,Working,Sales staff,Semi-Urban,37508.16,290.62,4.0,715.75,0,Inactive,Semi-Urban,1,46813.01,False
F,32.0,2489.13,Low,Working,Drivers,Rural,84808.19,555.97,3.0,634.69,0,Unpossessed,Semi-Urban,1,112572.65,False
F,53.0,5137.077499999999,Low,Commercial associate,Sales staff,Urban,107778.48,582.65,2.0,829.43,0,Inactive,Rural,0,180656.93,False
F,54.0,2465.46,Low,Working,Core staff,Rural,32939.08,279.19,2.0,662.89,0,Unpossessed,Rural,1,41812.41,False
F,40.0,2317.45,Low,Working,Laborers,Semi-Urban,36315.51,416.71,1.0,629.44,0,Active,Rural,1,63406.39,False
M,18.0,2388.76,Low,Commercial associate,Laborers,Semi-Urban,132539.94,877.21,2.0,706.8,0,Active,Semi-Urban,0,148110.68,False
F,60.0,2503.08,Low,Commercial associate,Drivers,Semi-Urban,65498.88,507.05,2.0,772.17,0,Unpossessed,Rural,1,87236.17,False
M,34.0,2151.92,Low,State servant,Not available,Semi-Urban,35281.25,121.54,4.0,807.69,1,Unpossessed,Semi-Urban,1,61001.53,False
M,51.0,1638.75,Low,Working,Not available,Semi-Urban,77755.45,322.43,2.0,708.79,0,Active,Semi-Urban,1,90925.84,False
F,63.0,1263.53,Low,Working,High skill tech staff,Rural,42294.39,387.64,1.0,638.56,1,Unpossessed,Semi-Urban,1,50882.62,False
M,61.0,865.74,Low,Working,Core staff,Semi-Urban,67016.53,298.53,2.0,777.36,1,Active,Rural,1,105548.11,False
M,55.0,3146.78,Low,Commercial associate,Managers,Semi-Urban,202736.6,541.11,2.0,752.01,0,Inactive,Urban,0,276581.32,False
F,19.0,1556.05,Low,Working,Accountants,Urban,85093.87,389.37,1.0,619.82,0,Inactive,Urban,1,125650.57,False
M,18.0,1358.25,Low,Working,High skill tech staff,Rural,54556.47,262.05,3.0,630.11,0,Unpossessed,Rural,1,90939.2,False
F,41.0,2760.16,Low,Working,Accountants,Semi-Urban,95509.24,314.82,4.0,831.22,0,Inactive,Urban,0,140791.82,False
F,52.0,3704.23,Low,Working,Laborers,Rural,76568.39,817.16,3.0,769.2,0,Inactive,Rural,1,94903.74,False
F,28.0,1997.68,Low,Working,High skill tech staff,Semi-Urban,111172.29,324.63,2.0,774.05,1,Inactive,Urban,0,159386.97,False
M,22.0,1839.56,Low,Working,Cooking staff,Semi-Urban,87106.45,255.95,2.0,647.86,0,Inactive,Semi-Urban,0,137403.88,False
M,19.0,1834.08,Low,Working,Core staff,Semi-Urban,34986.35,262.33,2.0,760.63,1,Unpossessed,Urban,0,60767.7,False
F,18.0,1007.96,Low,Commercial associate,Sales staff,Semi-Urban,101180.65,298.99,5.0,666.41,0,Active,Rural,1,167192.54,False
F,53.0,0.0,Low,Commercial associate,Managers,Semi-Urban,43033.65,187.06,2.0,649.64,0,Inactive,Urban,0,53135.6,False
M,65.0,4255.33,High,Pensioner,Retired,Semi-Urban,78183.13,393.87,2.0,712.59,0,Active,Semi-Urban,0,106923.29,False
F,33.0,2470.98,Low,Working,Drivers,Semi-Urban,28415.3,255.33,2.0,606.83,0,Inactive,Rural,0,36109.12,False
F,25.0,1908.03,Low,Working,Managers,Semi-Urban,63680.63,424.34,0.0,617.72,0,Inactive,Semi-Urban,1,87018.1,False
F,18.0,525.37,Low,Working,Medicine staff,Rural,35980.11,184.65,4.0,640.87,0,Active,Semi-Urban,1,47328.8,False
F,37.0,1633.55,Low,Commercial associate,Core staff,Semi-Urban,210570.42,619.42,2.0,846.64,0,Active,Semi-Urban,1,341847.96,False
F,62.0,2911.92,Low,Commercial associate,Core staff,Rural,135847.21,512.2,2.0,637.88,0,Unpossessed,Semi-Urban,1,179410.46,False
F,19.0,3403.97,Low,State servant,Accountants,Semi-Urban,129712.34,659.65,3.0,731.53,0,Unpossessed,Semi-Urban,1,212026.41,False
F,36.0,1762.48,Low,Working,Laborers,Semi-Urban,62065.84,549.03,0.0,626.19,0,Active,Urban,1,69262.43,False
M,29.0,3755.32,Low,Commercial associate,Managers,Rural,78527.76,411.05,3.0,644.85,0,Active,Semi-Urban,1,93908.16,False
M,34.0,1375.97,Low,Commercial associate,Sales staff,Semi-Urban,101757.15,317.4,2.0,751.92,0,Unpossessed,Urban,1,130636.83,False
M,56.0,1953.79,Low,Working,Not available,Urban,208177.04,524.53,2.0,781.64,0,Inactive,Semi-Urban,1,286902.12,False
M,30.0,2180.26,Low,Commercial associate,Laborers,Semi-Urban,72158.22,486.95,2.0,610.21,0,Active,Urban,1,115766.63,False
