Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan sanctioned
F,18.0,1735.82,Low,Working,Accountants,Semi-Urban,143354.83,371.86,2.0,805.2,0,Active,Rural,1,226167.26,True
F,65.0,0.0,High,Pensioner,Retired,Rural,109287.56,356.35,0.0,668.74,0,Inactive,Semi-Urban,1,189347.25,True
M,60.0,1372.55,Low,Working,Not available,Semi-Urban,37808.76,220.56,1.0,740.04,1,Inactive,Urban,1,45821.67,True
F,21.0,2189.82,Low,Working,Medicine staff,Semi-Urban,35753.15,223.03,1.0,834.21,0,Unpossessed,Rural,1,65251.06,True
M,59.0,1304.11,Low,Working,Managers,Semi-Urban,32216.37,173.16,2.0,809.09,1,Active,Rural,1,35891.06,True
M,18.0,1391.26,Low,Working,Laborers,Semi-Urban,76989.06,488.08,2.0,677.5,1,Active,Rural,1,127430.37,True
M,20.0,2869.18,Low,State servant,Core staff,Semi-Urban,100060.51,467.33,4.0,667.28,0,Active,Semi-Urban,1,152895.32,True
F,29.0,1411.41,Low,Working,Laborers,Semi-Urban,6506.83,65.46,1.0,827.37,0,Active,Rural,1,11972.59,True
F,18.0,1762.66,Low,Working,Not available,Semi-Urban,84947.14,271.59,1.0,856.53,0,Unpossessed,Semi-Urban,1,150903.94,True
F,18.0,2254.69,Low,Working,Managers,Semi-Urban,116788.31,643.64,3.0,719.47,0,Inactive,Rural,1,149768.32,True
F,50.0,2063.03,Low,Commercial associate,Sales staff,Semi-Urban,154182.53,450.23,2.0,791.61,1,Inactive,Urban,1,274016.97,True
M,20.0,2268.53,Low,Working,Laborers,Semi-Urban,197904.58,645.66,2.0,690.21,0,Unpossessed,Semi-Urban,1,276192.01,True
M,35.0,2230.86,Low,Commercial associate,Waiters/barmen staff,Semi-Urban,58515.48,340.56,0.0,689.33,0,Active,Semi-Urban,1,107070.57,True
F,38.0,2327.12,Low,Working,Not available,Rural,230170.04,872.48,0.0,685.16,0,Unpossessed,Semi-Urban,1,335920.56,True
M,65.0,3034.01,High,Pensioner,Retired,Rural,136702.55,559.32,1.0,740.04,0,Active,Semi-Urban,0,254127.41,True
F,18.0,2329.32,Low,Commercial associate,Drivers,Semi-Urban,85117.42,371.76,2.0,740.04,0,Unpossessed,Rural,1,147393.93,True
M,19.0,0.0,Low,Commercial associate,Drivers,Semi-Urban,27581.28,125.83,0.0,780.1,1,Inactive,Rural,1,50573.72,True
F,30.0,4093.04,Low,Commercial associate,Managers,Semi-Urban,37977.93,213.32,3.0,715.99,0,Unpossessed,Rural,1,60382.55,True
F,61.0,0.0,High,Pensioner,Retired,Semi-Urban,17088.69,134.2,2.0,860.26,1,Inactive,Urban,1,23299.83,True
F,42.0,2889.26,Low,Working,Sales staff,Semi-Urban,159589.25,637.74,2.0,826.33,0,Active,Rural,1,187328.41,True
F,38.0,3344.34,Low,Working,Drivers,Semi-Urban,81898.66,436.3,1.0,740.04,0,Inactive,Urban,1,117244.98,True
F,22.0,2311.51,Low,Working,Laborers,Semi-Urban,42162.41,296.9,2.0,731.93,0,Unpossessed,Rural,1,72695.54,True
M,49.0,2634.48,Low,Working,Not available,Semi-Urban,229089.21,817.12,0.0,847.1,0,Unpossessed,Semi-Urban,1,264203.12,True
M,18.0,2181.85,Low,Working,Sales staff,Semi-Urban,97464.66,527.77,3.0,689.44,1,Active,Semi-Urban,1,180025.15,True
M,62.0,1995.28,Low,Working,Not available,Semi-Urban,39927.92,211.89,1.0,749.17,0,Active,Semi-Urban,1,71761.45,True
F,53.0,1883.34,Low,Working,Accountants,Semi-Urban,38530.34,384.92,2.0,748.33,0,Unpossessed,Semi-Urban,1,42426.25,True
M,40.0,2025.08,Low,Commercial associate,Laborers,Semi-Urban,126661.61,468.95,0.0,740.04,0,Active,Semi-Urban,1,230497.19,True
M,60.0,3647.48,Low,Working,Accountants,Semi-Urban,92025.17,271.1,2.0,758.65,0,Active,Rural,1,119475.01,True
F,61.0,2097.81,High,Pensioner,Retired,Semi-Urban,32131.02,338.24,0.0,863.32,0,Active,Urban,0,43843.68,True
M,38.0,1369.56,Low,Commercial associate,Laborers,Semi-Urban,41949.81,241.98,2.0,656.5,1,Active,Rural,1,73504.82,True
M,65.0,1714.98,High,Pensioner,Retired,Semi-Urban,102686.09,477.52,1.0,659.24,0,Inactive,Semi-Urban,1,189122.11,True
M,37.0,2466.9,Low,Working,Not available,Semi-Urban,66951.93,434.55,1.0,758.63,0,Unpossessed,Rural,1,117557.25,True
M,39.0,990.21,Low,Working,Core staff,Rural,18529.8,114.93,2.0,675.32,0,Active,Urban,1,25544.71,True
M,19.0,1022.61,Low,Commercial associate,Low-skill Laborers,Semi-Urban,72692.72,482.48,0.0,705.93,0,Unpossessed,Urban,1,98419.53,True
F,53.0,1765.57,Low,State servant,Core staff,Semi-Urban,50991.61,224.43,4.0,720.47,0,Active,Rural,1,71431.83,True
F,47.0,2886.3,Low,Commercial associate,Managers,Semi-Urban,76258.7,302.31,4.0,857.25,0,Inactive,Rural,1,144573.58,True
M,24.0,3368.68,Low,Working,Sales staff,Semi-Urban,174657.77,750.21,2.0,794.37,1,Active,Rural,1,200315.73,True
M,33.0,3050.58,Low,State servant,HR staff,Rural,104798.88,349.96,2.0,708.22,0,Active,Urban,1,147651.63,True
M,18.0,2526.17,Low,Working,Sales staff,Semi-Urban,139351.48,405.24,2.0,713.59,0,Active,Semi-Urban,1,194711.49,True
F,51.0,1934.45,Low,Working,Not available,Semi-Urban,104988.22,348.92,1.0,753.4,1,Active,Rural,1,136484.33,True
F,28.0,4194.06,Low,Commercial associate,High skill tech staff,Semi-Urban,64737.67,535.61,2.0,814.64,1,Inactive,Rural,1,78786.84,True
M,44.0,0.0,Low,Working,Sales staff,Semi-Urban,122456.17,377.53,3.0,740.04,0,Unpossessed,Urban,1,147524.87,True
F,20.0,0.0,Low,Working,Laborers,Semi-Urban,86101.3,353.46,2.0,755.95,0,Active,Rural,1,105289.0,True
M,25.0,3735.7,Low,Working,Core staff,Urban,230665.075,805.62,1.0,867.24,1,Active,Urban,1,301547.9,True
F,23.0,3282.38,Low,Working,Laborers,Semi-Urban,230665.075,643.78,3.0,656.01,1,Active,Semi-Urban,1,344891.6775,True
M,30.0,1401.28,Low,Working,Medicine staff,Semi-Urban,80013.08,280.75,2.0,740.04,0,Unpossessed,Rural,1,108165.09,True
F,62.0,2290.17,Low,Working,High skill tech staff,Semi-Urban,156505.37,485.11,3.0,791.39,1,Unpossessed,Semi-Urban,1,240165.59,True
F,62.0,3364.63,Low,Working,Medicine staff,Rural,35771.91,182.32,2.0,828.0,0,Active,Rural,1,63230.92,True
F,46.0,1412.6,Low,Working,Not available,Semi-Urban,65883.38,399.9,2.0,830.54,0,Active,Rural,1,90346.93,True
F,58.0,0.0,Low,Commercial associate,Sales staff,Urban,180660.82,551.36,4.0,724.7,0,Unpossessed,Rural,1,223493.73,True
F,65.0,3831.53,High,Pensioner,Retired,Rural,143957.01,371.64,1.0,847.37,0,Unpossessed,Rural,0,165905.2,True
M,24.0,3039.79,Low,State servant,Cleaning staff,Urban,173445.62,506.61,2.0,880.45,0,Unpossessed,Rural,1,259883.95,True
M,33.0,1026.79,Low,Working,Cleaning staff,Rural,69567.01,340.39,4.0,688.35,1,Inactive,Semi-Urban,1,98201.25,True
F,64.0,2260.89,High,Pensioner,Retired,Semi-Urban,99645.03,432.15,2.0,721.08,1,Inactive,Urban,1,109854.02,True
M,18.0,2480.17,Low,Working,Sales staff,Rural,49848.9,477.15,2.0,743.27,0,Inactive,Rural,1,85280.86,True
M,32.0,0.0,Low,Commercial associate,Not available,Rural,79455.27,466.73,2.0,740.04,1,Inactive,Rural,1,101066.12,True
F,65.0,2253.77,High,Pensioner,Retired,Semi-Urban,47751.54,504.59,2.0,740.04,0,Inactive,Semi-Urban,1,64942.32,True
M,58.0,1211.67,Low,Working,Cooking staff,Semi-Urban,21549.08,245.63,4.0,856.58,0,Inactive,Rural,1,28676.08,True
M,22.0,0.0,Low,Working,Laborers,Rural,87271.66,384.81,1.0,788.63,0,Active,Rural,1,130704.56,True
F,65.0,798.89,High,Pensioner,Retired,Semi-Urban,130239.12,454.99,1.0,818.21,0,Unpossessed,Semi-Urban,0,202478.34,True
M,39.0,5167.51125,Low,Working,Managers,Rural,183214.66,920.3712499999999,2.0,772.54,0,Active,Urban,1,344891.6775,True
F,48.0,3190.2,Low,Working,Laborers,Semi-Urban,128609.32,579.0,2.0,745.85,0,Active,Urban,1,210009.33,True
F,18.0,2335.43,Low,Working,Accountants,Semi-Urban,18871.32,114.44,3.0,678.98,1,Inactive,Rural,1,35504.64,True
F,61.0,0.0,Low,Pensioner,Retired,Semi-Urban,176471.52,817.78,2.0,870.64,1,Inactive,Semi-Urban,1,289587.49,True
M,65.0,2127.08,High,Pensioner,Retired,Semi-Urban,66794.76,324.24,1.0,823.6,0,Active,Semi-Urban,1,101313.76,True
M,23.0,1057.96,Low,Working,High skill tech staff,Rural,163956.12,707.1,0.0,828.92,0,Unpossessed,Semi-Urban,1,284033.82,True
M,18.0,1817.32,Low,Commercial associate,Laborers,Semi-Urban,20747.53,169.01,2.0,747.72,0,Unpossessed,Semi-Urban,1,33010.51,True
M,51.0,0.0,Low,Working,Core staff,Semi-Urban,26318.97,125.19,0.0,755.84,1,Unpossessed,Semi-Urban,1,46700.79,True
M,49.0,1632.4,Low,Commercial associate,Private service staff,Semi-Urban,198551.72,564.51,2.0,707.51,0,Unpossessed,Rural,1,344891.6775,True
M,47.0,3129.76,Low,State servant,Core staff,Rural,82395.02,381.24,3.0,748.48,1,Unpossessed,Urban,1,156469.34,True
M,25.0,5167.51125,Low,Working,Not available,Semi-Urban,192304.95,788.02,0.0,662.19,0,Inactive,Rural,1,276444.12,True
F,65.0,4573.47,High,Pensioner,Retired,Semi-Urban,103339.48,277.5,2.0,868.58,0,Unpossessed,Urban,1,151094.58,True
F,23.0,2489.39,Low,Working,Managers,Semi-Urban,92887.59,476.42,3.0,796.7,1,Active,Rural,1,154677.95,True
F,18.0,2909.06,Low,Working,Drivers,Semi-Urban,39944.11,348.61,2.0,705.09,0,Active,Urban,1,73080.14,True
M,28.0,0.0,Low,Commercial associate,High skill tech staff,Semi-Urban,108791.56,421.5,2.0,723.14,0,Unpossessed,Semi-Urban,1,192195.41,True
F,34.0,2099.9,Low,Working,Sales staff,Semi-Urban,63378.25,212.67,2.0,890.02,0,Unpossessed,Rural,1,77339.15,True
M,31.0,2350.0,Low,Working,Sales staff,Semi-Urban,126175.44,548.25,2.0,774.88,0,Inactive,Urban,1,201696.71,True
M,18.0,0.0,Low,State servant,Not available,Semi-Urban,125771.85,920.3712499999999,2.0,737.96,0,Active,Urban,1,174659.59,True
M,64.0,0.0,Low,Pensioner,Retired,Semi-Urban,7504.24,76.69,1.0,852.64,0,Unpossessed,Semi-Urban,0,13117.24,True
F,53.0,0.0,Low,Working,Sales staff,Semi-Urban,79252.58,439.4,2.0,740.21,0,Unpossessed,Rural,1,103646.18,True
F,43.0,0.0,Low,Commercial associate,Laborers,Rural,91568.3,494.24,2.0,651.08,0,Unpossessed,Semi-Urban,1,113486.39,True
M,25.0,2691.42,Low,Commercial associate,Laborers,Semi-Urban,165848.12,515.65,3.0,672.8,0,Active,Rural,1,187120.35,True
F,23.0,3100.25,Low,Commercial associate,Laborers,Urban,230665.075,733.85,2.0,833.1,0,Unpossessed,Rural,1,344891.6775,True
F,64.0,5167.51125,High,Pensioner,Retired,Rural,98045.36,281.5,2.0,858.41,1,Inactive,Semi-Urban,1,150063.3,True
M,45.0,2671.85,Low,Working,Laborers,Urban,82721.39,570.71,4.0,729.12,0,Inactive,Rural,1,130467.61,True
M,18.0,1302.49,Low,Working,Laborers,Semi-Urban,51016.29,423.51,1.0,716.62,1,Unpossessed,Urban,1,81732.06,True
M,56.0,1479.77,Low,Commercial associate,Laborers,Semi-Urban,25166.85,124.03,1.0,660.85,0,Inactive,Urban,1,32575.93,True
F,42.0,2356.98,Low,Commercial associate,Laborers,Urban,38450.46,182.15,2.0,740.04,0,Active,Semi-Urban,1,48943.33,True
M,44.0,1295.77,Low,Working,Not available,Rural,51418.54,276.68,3.0,679.91,0,Active,Semi-Urban,1,59715.05,True
M,39.0,3511.69,Low,Commercial associate,Managers,Semi-Urban,22272.39,191.61,1.0,705.07,0,Inactive,Rural,1,36783.51,True
M,54.0,0.0,Low,State servant,Not available,Rural,117639.01,402.67,2.0,671.72,0,Active,Semi-Urban,1,187280.01,True
M,53.0,2791.01,Low,Commercial associate,Not available,Semi-Urban,89074.08,386.46,3.0,803.28,0,Active,Semi-Urban,1,100891.6,True
M,64.0,1768.17,Low,Working,Sales staff,Semi-Urban,102018.31,512.96,1.0,671.31,0,Active,Urban,1,117352.38,True
M,30.0,1435.12,Low,Working,Laborers,Semi-Urban,202224.61,613.85,4.0,710.77,0,Inactive,Rural,1,227338.06,True
F,57.0,0.0,Low,Working,Accountants,Semi-Urban,104088.34,718.5,2.0,783.72,0,Active,Semi-Urban,1,182399.85,True
F,30.0,4784.63,Low,Commercial associate,Managers,Semi-Urban,63591.17,262.12,0.0,781.19,0,Inactive,Semi-Urban,1,106516.84,True
F,23.0,2553.25,Low,Working,Laborers,Semi-Urban,41816.71,491.77,3.0,675.53,0,Unpossessed,Urban,1,67170.28,True
M,62.0,2287.77,Low,Working,Medicine staff,Semi-Urban,42109.34,214.94,1.0,721.94,0,Inactive,Rural,1,63782.23,True
F,57.0,0.0,Low,Working,Laborers,Semi-Urban,70719.83,337.18,1.0,718.72,0,Active,Rural,1,100639.32,True
F,42.0,1815.02,Low,Working,Core staff,Rural,197254.01,657.87,3.0,796.09,1,Unpossessed,Urban,1,344891.6775,True
F,53.0,1093.6,Low,State servant,Sales staff,Rural,174381.53,592.46,2.0,740.04,1,Active,Urban,1,321517.05,True
M,64.0,2019.07,High,Pensioner,Retired,Urban,23813.76,175.09,1.0,810.06,1,Inactive,Urban,1,40715.97,True
F,52.0,5167.51125,Low,Commercial associate,Not available,Semi-Urban,230665.075,920.3712499999999,3.0,667.56,0,Active,Semi-Urban,1,325578.13,True
F,27.0,3317.86,Low,Working,Laborers,Semi-Urban,32446.93,170.76,0.0,740.04,0,Unpossessed,Rural,1,51095.18,True
F,49.0,0.0,Low,Working,Core staff,Rural,107837.28,552.22,2.0,651.46,0,Active,Rural,1,161960.12,True
F,18.0,1967.79,Low,Commercial associate,Drivers,Semi-Urban,68230.5,694.93,2.0,860.32,0,Active,Rural,1,108353.32,True
F,18.0,1269.8,Low,Working,Not available,Semi-Urban,33389.61,115.13,2.0,785.1,1,Inactive,Rural,1,59028.48,True
F,64.0,3038.53,Low,Commercial associate,High skill tech staff,Semi-Urban,145655.78,743.99,2.0,754.75,0,Active,Rural,1,230393.35,True
M,65.0,1873.66,High,Pensioner,Retired,Semi-Urban,100825.0,553.18,2.0,844.94,1,Active,Rural,1,156837.8,True
F,49.0,0.0,Low,Commercial associate,Not available,Semi-Urban,74245.65,268.31,2.0,736.93,1,Active,Urban,1,88030.93,True
F,31.0,1742.55,Low,Working,Laborers,Semi-Urban,43629.47,208.87,2.0,819.24,1,Unpossessed,Urban,1,66330.2,True
M,58.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,230665.075,563.94,4.0,813.24,1,Unpossessed,Rural,1,344891.6775,True
M,60.0,3184.37,Low,Working,Laborers,Semi-Urban,175913.46,567.89,2.0,833.59,1,Unpossessed,Rural,1,219656.13,True
M,59.0,1900.92,Low,Working,Laborers,Semi-Urban,63245.53,332.54,2.0,686.1,0,Inactive,Urban,1,105430.77,True
M,53.0,0.0,Low,Commercial associate,Not available,Rural,79885.88,291.36,2.0,741.65,0,Active,Rural,1,102537.52,True
M,18.0,2546.84,Low,Working,Laborers,Semi-Urban,162786.81,424.55,3.0,809.9,0,Inactive,Semi-Urban,1,248829.64,True
M,18.0,3266.94,Low,Commercial associate,Sales staff,Rural,26232.24,187.33,4.0,740.31,0,Unpossessed,Urban,1,42841.8,True
M,36.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,163836.12,480.69,1.0,754.88,0,Unpossessed,Urban,1,288755.21,True
M,59.0,1832.97,Low,State servant,Laborers,Semi-Urban,33315.33,121.55,2.0,747.34,0,Unpossessed,Urban,1,59220.22,True
M,47.0,978.61,Low,Working,Low-skill Laborers,Semi-Urban,114944.5,395.56,2.0,740.04,0,Unpossessed,Rural,1,213737.08,True
M,40.0,3175.86,Low,Working,Core staff,Semi-Urban,67662.9,536.18,3.0,703.15,0,Unpossessed,Urban,1,112091.98,True
F,37.0,0.0,Low,Commercial associate,Not available,Semi-Urban,120385.41,434.01,2.0,740.04,0,Inactive,Semi-Urban,1,175368.82,True
M,18.0,1418.58,Low,Working,Medicine staff,Semi-Urban,13518.86,130.78,3.0,740.04,1,Active,Rural,1,15001.23,True
F,30.0,2769.88,Low,Commercial associate,Managers,Semi-Urban,42057.85,229.79,2.0,756.1,0,Active,Urban,1,77821.88,True
F,18.0,1713.53,Low,Working,Managers,Semi-Urban,37358.47,187.64,1.0,741.35,0,Inactive,Urban,1,69458.27,True
M,60.0,3012.71,High,Pensioner,Retired,Semi-Urban,87648.05,319.07,1.0,795.2,1,Unpossessed,Urban,1,154242.36,True
M,61.0,1820.82,Low,Working,Laborers,Semi-Urban,98795.25,411.21,3.0,740.04,0,Active,Rural,1,176366.46,True
F,65.0,1813.54,High,Pensioner,Retired,Rural,112752.35,393.06,2.0,850.96,1,Active,Rural,1,212665.87,True
F,24.0,0.0,Low,State servant,Medicine staff,Semi-Urban,192324.22,593.55,2.0,774.12,0,Unpossessed,Urban,1,220873.6,True
M,58.0,4206.88,Low,Working,Medicine staff,Rural,123495.84,555.91,3.0,813.57,0,Inactive,Urban,1,158400.97,True
F,18.0,0.0,Low,Working,Drivers,Semi-Urban,10344.96,143.57,2.0,740.04,0,Active,Urban,1,12252.19,True
M,55.0,3921.6,Low,Working,Security staff,Semi-Urban,117578.97,589.96,0.0,676.47,0,Inactive,Rural,1,181630.14,True
F,57.0,5167.51125,Low,Commercial associate,Private service staff,Semi-Urban,56819.18,306.14,0.0,795.07,0,Inactive,Rural,1,73344.55,True
M,19.0,2424.29,Low,Working,Sales staff,Semi-Urban,82562.52,511.23,2.0,732.27,0,Active,Urban,1,123023.0,True
M,30.0,0.0,Low,Working,Core staff,Semi-Urban,35369.61,317.09,2.0,742.32,0,Active,Urban,1,53871.84,True
F,57.0,1656.18,Low,Working,Accountants,Semi-Urban,46154.19,272.3,2.0,757.5,0,Unpossessed,Urban,1,72333.84,True
F,19.0,1293.48,Low,Working,Private service staff,Semi-Urban,39903.05,227.79,1.0,863.85,0,Inactive,Semi-Urban,0,74965.68,True
F,18.0,2443.25,Low,State servant,Waiters/barmen staff,Urban,146927.43,427.18,1.0,719.43,0,Active,Rural,1,180350.21,True
F,29.0,1905.9,Low,Working,Sales staff,Semi-Urban,92004.35,400.06,1.0,702.51,1,Inactive,Semi-Urban,1,160064.55,True
M,19.0,2423.68,Low,Commercial associate,Laborers,Urban,229982.64,879.84,2.0,816.09,0,Active,Semi-Urban,1,344891.6775,True
F,33.0,2021.47,Low,Working,Laborers,Semi-Urban,38269.56,322.81,2.0,666.27,1,Active,Rural,1,59951.87,True
F,56.0,5167.51125,Low,Working,Accountants,Semi-Urban,137718.07,669.46,0.0,737.67,0,Active,Urban,1,234658.01,True
M,61.0,3663.47,Low,Working,High skill tech staff,Rural,167768.27,603.79,1.0,773.44,0,Unpossessed,Semi-Urban,1,264139.66,True
M,32.0,1967.91,Low,Working,Laborers,Semi-Urban,117136.7,304.02,1.0,675.99,0,Unpossessed,Semi-Urban,1,131551.4,True
F,23.0,0.0,Low,Working,Sales staff,Semi-Urban,39970.91,191.39,2.0,723.4,0,Active,Urban,1,49959.37,True
M,18.0,1958.48,Low,Working,Laborers,Semi-Urban,23170.75,136.23,2.0,802.88,0,Inactive,Rural,1,33566.23,True
F,45.0,1711.04,Low,Commercial associate,High skill tech staff,Semi-Urban,110293.47,355.22,2.0,740.9,0,Unpossessed,Urban,1,131513.51,True
F,54.0,1712.9,Low,Commercial associate,Core staff,Semi-Urban,55361.1,225.96,2.0,858.3,0,Unpossessed,Semi-Urban,1,77916.7,True
M,57.0,4173.01,Low,Commercial associate,Sales staff,Rural,54576.51,276.85,4.0,722.15,0,Active,Semi-Urban,1,103230.69,True
F,58.0,2043.67,Low,Working,Not available,Semi-Urban,182077.69,617.28,4.0,741.97,0,Active,Urban,1,289329.48,True
M,46.0,4396.14,Low,Working,Core staff,Semi-Urban,33792.42,348.77,6.0,860.58,0,Inactive,Urban,1,49634.04,True
F,43.0,1040.34,Low,Working,Accountants,Rural,22252.01,170.67,3.0,726.41,0,Inactive,Semi-Urban,1,29089.87,True
M,49.0,5167.51125,Low,Commercial associate,Managers,Urban,94621.24,453.23,3.0,805.95,0,Inactive,Semi-Urban,1,113805.29,True
F,55.0,1910.37,Low,Commercial associate,Core staff,Semi-Urban,38442.78,208.79,2.0,834.62,0,Unpossessed,Urban,1,47454.75,True
F,63.0,2608.75,Low,Working,Laborers,Semi-Urban,60214.47,314.47,3.0,682.36,1,Unpossessed,Rural,1,77812.95,True
M,18.0,2188.16,Low,Working,Laborers,Rural,95858.42,357.09,4.0,740.04,0,Active,Rural,1,120468.56,True
M,22.0,5167.51125,Low,Commercial associate,Sales staff,Urban,126649.96,484.55,2.0,740.04,0,Inactive,Rural,1,201182.88,True
F,62.0,1265.4,High,Pensioner,Retired,Semi-Urban,95291.14,274.2,2.0,792.91,0,Inactive,Urban,0,156251.98,True
M,42.0,1888.71,Low,State servant,Laborers,Semi-Urban,24705.92,187.1,2.0,846.06,0,Inactive,Rural,1,36472.39,True
F,20.0,3079.58,Low,Working,Managers,Rural,38646.85,169.47,2.0,692.21,0,Unpossessed,Rural,1,45475.46,True
M,35.0,1748.45,Low,State servant,Core staff,Semi-Urban,148707.47,532.84,4.0,832.52,0,Inactive,Urban,1,228387.86,True
M,50.0,2301.31,Low,Working,High skill tech staff,Semi-Urban,132971.9,441.37,2.0,835.5,0,Inactive,Semi-Urban,1,202680.04,True
F,49.0,1765.67,Low,State servant,Medicine staff,Semi-Urban,230665.075,825.17,3.0,816.6,0,Inactive,Semi-Urban,1,344891.6775,True
F,21.0,2156.16,Low,Commercial associate,Cooking staff,Semi-Urban,66867.34,217.42,0.0,748.89,0,Active,Urban,1,83039.4,True
M,21.0,3514.59,Low,Commercial associate,Core staff,Urban,120060.96,624.67,0.0,757.46,0,Unpossessed,Urban,1,158103.82,True
F,61.0,4193.49,Low,Working,Laborers,Rural,92932.6,372.86,2.0,731.12,0,Unpossessed,Urban,1,163463.71,True
M,25.0,1974.84,Low,State servant,Medicine staff,Semi-Urban,47393.82,473.05,3.0,707.04,0,Unpossessed,Urban,1,88986.95,True
M,39.0,1528.5,Low,Working,Sales staff,Semi-Urban,80718.45,527.19,4.0,725.33,0,Inactive,Rural,1,147783.03,True
F,27.0,4683.0,Low,Commercial associate,Managers,Urban,80840.67,366.41,1.0,840.11,0,Active,Urban,1,101892.33,True
M,18.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,92209.65,781.87,4.0,712.7,1,Active,Urban,1,106730.01,True
F,43.0,1869.65,Low,State servant,Core staff,Semi-Urban,34243.66,307.37,2.0,829.63,1,Unpossessed,Rural,1,50998.0,True
F,18.0,4461.26,Low,Commercial associate,Managers,Rural,95195.71,710.0,3.0,771.94,0,Inactive,Urban,1,104853.41,True
M,45.0,3100.82,Low,Commercial associate,Sales staff,Urban,59372.29,607.35,1.0,699.27,0,Inactive,Urban,1,103533.7,True
M,44.0,2361.7,Low,Working,Medicine staff,Rural,56725.11,290.63,2.0,805.15,0,Active,Semi-Urban,1,87504.15,True
M,45.0,2014.65,Low,Working,Laborers,Semi-Urban,53843.79,252.38,0.0,726.29,0,Inactive,Urban,1,74044.72,True
F,29.0,2494.14,Low,Commercial associate,Core staff,Semi-Urban,199275.67,705.32,2.0,660.33,0,Active,Rural,1,344891.6775,True
M,19.0,0.0,Low,Working,Not available,Rural,108179.72,858.75,3.0,676.15,0,Unpossessed,Rural,1,183937.56,True
F,18.0,4568.88,Low,Working,Laborers,Urban,122675.71,720.54,1.0,775.47,0,Active,Rural,1,167673.74,True
F,45.0,2275.75,Low,Commercial associate,Core staff,Urban,186047.13,503.48,2.0,845.5,0,Active,Semi-Urban,1,240133.39,True
F,56.0,4106.41,Low,Commercial associate,Not available,Urban,230665.075,695.72,4.0,811.29,0,Active,Rural,1,267581.19,True
M,65.0,2000.1,High,Pensioner,Retired,Semi-Urban,153295.94,653.8,4.0,669.54,0,Inactive,Urban,0,218471.44,True
F,18.0,1936.32,Low,Working,Laborers,Semi-Urban,34288.77,310.87,2.0,662.82,0,Unpossessed,Rural,1,39115.32,True
M,56.0,1352.55,Low,Working,Not available,Semi-Urban,60798.08,297.69,3.0,676.47,0,Unpossessed,Urban,1,71747.1,True
F,49.0,0.0,Low,State servant,Medicine staff,Rural,83435.9,229.05,2.0,779.52,0,Unpossessed,Semi-Urban,1,109644.3,True
M,61.0,3034.51,High,Pensioner,Retired,Semi-Urban,208084.88,544.41,2.0,695.08,1,Unpossessed,Rural,1,239435.26,True
F,65.0,0.0,High,Pensioner,Retired,Semi-Urban,89011.93,483.04,2.0,740.04,0,Active,Urban,1,164527.67,True
M,47.0,1397.44,Low,Commercial associate,Sales staff,Rural,40484.9,174.57,2.0,701.75,0,Active,Rural,1,54700.24,True
F,30.0,1457.98,Low,Working,Not available,Semi-Urban,166634.33,475.86,3.0,697.56,0,Active,Semi-Urban,1,256742.69,True
M,46.0,1000.12,Low,Working,Medicine staff,Semi-Urban,56507.04,371.01,4.0,667.71,0,Inactive,Urban,1,99688.6,True
M,32.0,2356.28,Low,Working,Not available,Semi-Urban,87568.25,444.98,1.0,846.81,0,Active,Rural,1,141156.68,True
F,35.0,2455.16,Low,Working,Managers,Semi-Urban,16985.91,185.16,2.0,782.9,0,Unpossessed,Semi-Urban,1,21922.63,True
F,63.0,2624.38,Low,Commercial associate,Sales staff,Semi-Urban,141569.91,754.6,0.0,733.31,0,Unpossessed,Rural,1,207276.62,True
F,48.0,1993.3,Low,Working,Accountants,Semi-Urban,147066.06,476.74,3.0,789.31,0,Inactive,Urban,1,174745.05,True
M,18.0,2834.79,Low,Working,Laborers,Semi-Urban,22150.94,286.08,1.0,701.19,0,Unpossessed,Semi-Urban,1,27451.13,True
F,61.0,5013.3,Low,Commercial associate,Core staff,Semi-Urban,69826.25,330.45,4.0,819.2,0,Active,Semi-Urban,1,121720.16,True
M,19.0,3153.97,Low,Commercial associate,Sales staff,Rural,33241.65,195.2,2.0,691.16,0,Unpossessed,Urban,1,49170.79,True
F,64.0,2856.35,Low,Commercial associate,Not available,Semi-Urban,96628.74,468.33,2.0,790.14,0,Active,Rural,1,127753.29,True
M,61.0,1252.65,High,Pensioner,Retired,Semi-Urban,30486.1,344.67,1.0,857.79,0,Unpossessed,Rural,1,35442.64,True
M,32.0,1553.32,Low,Working,Core staff,Semi-Urban,54166.78,261.07,3.0,782.12,0,Inactive,Semi-Urban,1,77201.57,True
M,45.0,2096.58,Low,Working,Laborers,Semi-Urban,79497.34,383.91,3.0,682.88,0,Unpossessed,Semi-Urban,1,122620.88,True
F,33.0,0.0,Low,Working,Managers,Urban,125501.42,523.37,1.0,874.54,0,Active,Semi-Urban,1,171607.35,True
F,61.0,1585.67,Low,Commercial associate,Sales staff,Semi-Urban,93900.17,394.33,2.0,785.69,0,Active,Semi-Urban,1,177163.51,True
